market,calendar_date,session_state,reconstruction_state,reconstruction_state_if_vendor_accepted,price_rows,coverage_calendar,coverage_security_lifecycle,coverage_daily_price,coverage_market_status,coverage_corporate_action,coverage_fundamental,reason_codes
TPEX,2025-03-26,official-open,partial,partial,957,covered,licensed-vendor,covered,covered,unknown,licensed-vendor,disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence;tpex-no-range-based-exright-endpoint
TWSE,2025-03-27,official-open,partial,supported,1286,covered,licensed-vendor,covered,covered,covered,licensed-vendor,blocked-only-by-vendor-dependency;disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence
TPEX,2025-03-27,official-open,partial,partial,957,covered,licensed-vendor,covered,covered,unknown,licensed-vendor,disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence;tpex-no-range-based-exright-endpoint
TWSE,2025-03-28,official-open,partial,supported,1286,covered,licensed-vendor,covered,covered,covered,licensed-vendor,blocked-only-by-vendor-dependency;disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence
TPEX,2025-03-28,official-open,partial,partial,957,covered,licensed-vendor,covered,covered,unknown,licensed-vendor,disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence;tpex-no-range-based-exright-endpoint
TWSE,2025-03-29,official-closed,not-session,not-session,0,covered,licensed-vendor,official-no-data,covered,covered,licensed-vendor,disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence
TPEX,2025-03-29,official-closed,not-session,not-session,0,covered,licensed-vendor,official-no-data,covered,unknown,licensed-vendor,disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence;tpex-no-range-based-exright-endpoint
TWSE,2025-03-30,official-closed,not-session,not-session,0,covered,licensed-vendor,official-no-data,covered,covered,licensed-vendor,disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence
TPEX,2025-03-30,official-closed,not-session,not-session,0,covered,licensed-vendor,official-no-data,covered,unknown,licensed-vendor,disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence;tpex-no-range-based-exright-endpoint
TWSE,2025-03-31,official-open,partial,supported,1286,covered,licensed-vendor,covered,covered,covered,licensed-vendor,blocked-only-by-vendor-dependency;disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence
TPEX,2025-03-31,official-open,partial,partial,958,covered,licensed-vendor,covered,covered,unknown,licensed-vendor,disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence;tpex-no-range-based-exright-endpoint
TWSE,2025-04-01,official-open,partial,supported,1286,covered,licensed-vendor,covered,covered,covered,licensed-vendor,blocked-only-by-vendor-dependency;disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence
TPEX,2025-04-01,official-open,partial,partial,958,covered,licensed-vendor,covered,covered,unknown,licensed-vendor,disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence;tpex-no-range-based-exright-endpoint
TWSE,2025-04-02,official-open,partial,supported,1286,covered,licensed-vendor,covered,covered,covered,licensed-vendor,blocked-only-by-vendor-dependency;disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence
TPEX,2025-04-02,official-open,partial,partial,958,covered,licensed-vendor,covered,covered,unknown,licensed-vendor,disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence;tpex-no-range-based-exright-endpoint
TWSE,2025-04-03,official-closed,not-session,not-session,0,covered,licensed-vendor,official-no-data,covered,covered,licensed-vendor,disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence
TPEX,2025-04-03,official-closed,not-session,not-session,0,covered,licensed-vendor,official-no-data,covered,unknown,licensed-vendor,disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence;tpex-no-range-based-exright-endpoint
TWSE,2025-04-04,official-closed,not-session,not-session,0,covered,licensed-vendor,official-no-data,covered,covered,licensed-vendor,disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence
TPEX,2025-04-04,official-closed,not-session,not-session,0,covered,licensed-vendor,official-no-data,covered,unknown,licensed-vendor,disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence;tpex-no-range-based-exright-endpoint
TWSE,2025-04-05,official-closed,not-session,not-session,0,covered,licensed-vendor,official-no-data,covered,covered,licensed-vendor,disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence
TPEX,2025-04-05,official-closed,not-session,not-session,0,covered,licensed-vendor,official-no-data,covered,unknown,licensed-vendor,disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence;tpex-no-range-based-exright-endpoint
TWSE,2025-04-06,official-closed,not-session,not-session,0,covered,licensed-vendor,official-no-data,covered,covered,licensed-vendor,disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence
TPEX,2025-04-06,official-closed,not-session,not-session,0,covered,licensed-vendor,official-no-data,covered,unknown,licensed-vendor,disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence;tpex-no-range-based-exright-endpoint
TWSE,2025-04-07,official-open,partial,supported,1285,covered,licensed-vendor,covered,covered,covered,licensed-vendor,blocked-only-by-vendor-dependency;disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence
TPEX,2025-04-07,official-open,partial,partial,957,covered,licensed-vendor,covered,covered,unknown,licensed-vendor,disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence;tpex-no-range-based-exright-endpoint
TWSE,2025-04-08,official-open,partial,supported,1285,covered,licensed-vendor,covered,covered,covered,licensed-vendor,blocked-only-by-vendor-dependency;disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence
TPEX,2025-04-08,official-open,partial,partial,957,covered,licensed-vendor,covered,covered,unknown,licensed-vendor,disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence;tpex-no-range-based-exright-endpoint
TWSE,2025-04-09,official-open,partial,supported,1285,covered,licensed-vendor,covered,covered,covered,licensed-vendor,blocked-only-by-vendor-dependency;disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence
TPEX,2025-04-09,official-open,partial,partial,957,covered,licensed-vendor,covered,covered,unknown,licensed-vendor,disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence;tpex-no-range-based-exright-endpoint
TWSE,2025-04-10,official-open,partial,supported,1285,covered,licensed-vendor,covered,covered,covered,licensed-vendor,blocked-only-by-vendor-dependency;disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence
TPEX,2025-04-10,official-open,partial,partial,957,covered,licensed-vendor,covered,covered,unknown,licensed-vendor,disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence;tpex-no-range-based-exright-endpoint
TWSE,2025-04-11,official-open,partial,supported,1285,covered,licensed-vendor,covered,covered,covered,licensed-vendor,blocked-only-by-vendor-dependency;disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence
TPEX,2025-04-11,official-open,partial,partial,957,covered,licensed-vendor,covered,covered,unknown,licensed-vendor,disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence;tpex-no-range-based-exright-endpoint
TWSE,2025-04-12,official-closed,not-session,not-session,0,covered,licensed-vendor,official-no-data,covered,covered,licensed-vendor,disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence
TPEX,2025-04-12,official-closed,not-session,not-session,0,covered,licensed-vendor,official-no-data,covered,unknown,licensed-vendor,disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence;tpex-no-range-based-exright-endpoint
TWSE,2025-04-13,official-closed,not-session,not-session,0,covered,licensed-vendor,official-no-data,covered,covered,licensed-vendor,disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence
TPEX,2025-04-13,official-closed,not-session,not-session,0,covered,licensed-vendor,official-no-data,covered,unknown,licensed-vendor,disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence;tpex-no-range-based-exright-endpoint
TWSE,2025-04-14,official-open,partial,supported,1285,covered,licensed-vendor,covered,covered,covered,licensed-vendor,blocked-only-by-vendor-dependency;disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence
TPEX,2025-04-14,official-open,partial,partial,957,covered,licensed-vendor,covered,covered,unknown,licensed-vendor,disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence;tpex-no-range-based-exright-endpoint
TWSE,2025-04-15,official-open,partial,supported,1285,covered,licensed-vendor,covered,covered,covered,licensed-vendor,blocked-only-by-vendor-dependency;disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence
TPEX,2025-04-15,official-open,partial,partial,957,covered,licensed-vendor,covered,covered,unknown,licensed-vendor,disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence;tpex-no-range-based-exright-endpoint
TWSE,2025-04-16,official-open,partial,supported,1286,covered,licensed-vendor,covered,covered,covered,licensed-vendor,blocked-only-by-vendor-dependency;disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence
TPEX,2025-04-16,official-open,partial,partial,956,covered,licensed-vendor,covered,covered,unknown,licensed-vendor,disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence;tpex-no-range-based-exright-endpoint
TWSE,2025-04-17,official-open,partial,supported,1286,covered,licensed-vendor,covered,covered,covered,licensed-vendor,blocked-only-by-vendor-dependency;disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence
TPEX,2025-04-17,official-open,partial,partial,956,covered,licensed-vendor,covered,covered,unknown,licensed-vendor,disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence;tpex-no-range-based-exright-endpoint
TWSE,2025-04-18,official-open,partial,supported,1286,covered,licensed-vendor,covered,covered,covered,licensed-vendor,blocked-only-by-vendor-dependency;disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence
TPEX,2025-04-18,official-open,partial,partial,956,covered,licensed-vendor,covered,covered,unknown,licensed-vendor,disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence;tpex-no-range-based-exright-endpoint
TWSE,2025-04-19,official-closed,not-session,not-session,0,covered,licensed-vendor,official-no-data,covered,covered,licensed-vendor,disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence
TPEX,2025-04-19,official-closed,not-session,not-session,0,covered,licensed-vendor,official-no-data,covered,unknown,licensed-vendor,disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence;tpex-no-range-based-exright-endpoint
TWSE,2025-04-20,official-closed,not-session,not-session,0,covered,licensed-vendor,official-no-data,covered,covered,licensed-vendor,disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence
TPEX,2025-04-20,official-closed,not-session,not-session,0,covered,licensed-vendor,official-no-data,covered,unknown,licensed-vendor,disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence;tpex-no-range-based-exright-endpoint
TWSE,2025-04-21,official-open,partial,supported,1286,covered,licensed-vendor,covered,covered,covered,licensed-vendor,blocked-only-by-vendor-dependency;disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence
TPEX,2025-04-21,official-open,partial,partial,956,covered,licensed-vendor,covered,covered,unknown,licensed-vendor,disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence;tpex-no-range-based-exright-endpoint
TWSE,2025-04-22,official-open,partial,supported,1286,covered,licensed-vendor,covered,covered,covered,licensed-vendor,blocked-only-by-vendor-dependency;disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence
TPEX,2025-04-22,official-open,partial,partial,956,covered,licensed-vendor,covered,covered,unknown,licensed-vendor,disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence;tpex-no-range-based-exright-endpoint
TWSE,2025-04-23,official-open,partial,supported,1286,covered,licensed-vendor,covered,covered,covered,licensed-vendor,blocked-only-by-vendor-dependency;disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence
TPEX,2025-04-23,official-open,partial,partial,955,covered,licensed-vendor,covered,covered,unknown,licensed-vendor,disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence;tpex-no-range-based-exright-endpoint
TWSE,2025-04-24,official-open,partial,supported,1286,covered,licensed-vendor,covered,covered,covered,licensed-vendor,blocked-only-by-vendor-dependency;disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence
TPEX,2025-04-24,official-open,partial,partial,955,covered,licensed-vendor,covered,covered,unknown,licensed-vendor,disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence;tpex-no-range-based-exright-endpoint
TWSE,2025-04-25,official-open,partial,supported,1286,covered,licensed-vendor,covered,covered,covered,licensed-vendor,blocked-only-by-vendor-dependency;disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence
TPEX,2025-04-25,official-open,partial,partial,955,covered,licensed-vendor,covered,covered,unknown,licensed-vendor,disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence;tpex-no-range-based-exright-endpoint
TWSE,2025-04-26,official-closed,not-session,not-session,0,covered,licensed-vendor,official-no-data,covered,covered,licensed-vendor,disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence
TPEX,2025-04-26,official-closed,not-session,not-session,0,covered,licensed-vendor,official-no-data,covered,unknown,licensed-vendor,disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence;tpex-no-range-based-exright-endpoint
TWSE,2025-04-27,official-closed,not-session,not-session,0,covered,licensed-vendor,official-no-data,covered,covered,licensed-vendor,disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence
TPEX,2025-04-27,official-closed,not-session,not-session,0,covered,licensed-vendor,official-no-data,covered,unknown,licensed-vendor,disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence;tpex-no-range-based-exright-endpoint
TWSE,2025-04-28,official-open,partial,supported,1287,covered,licensed-vendor,covered,covered,covered,licensed-vendor,blocked-only-by-vendor-dependency;disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence
TPEX,2025-04-28,official-open,partial,partial,956,covered,licensed-vendor,covered,covered,unknown,licensed-vendor,disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence;tpex-no-range-based-exright-endpoint
TWSE,2025-04-29,official-open,partial,supported,1287,covered,licensed-vendor,covered,covered,covered,licensed-vendor,blocked-only-by-vendor-dependency;disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence
TPEX,2025-04-29,official-open,partial,partial,956,covered,licensed-vendor,covered,covered,unknown,licensed-vendor,disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence;tpex-no-range-based-exright-endpoint
TWSE,2025-04-30,official-open,partial,supported,1287,covered,licensed-vendor,covered,covered,covered,licensed-vendor,blocked-only-by-vendor-dependency;disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence
TPEX,2025-04-30,official-open,partial,partial,957,covered,licensed-vendor,covered,covered,unknown,licensed-vendor,disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence;tpex-no-range-based-exright-endpoint
TWSE,2025-05-01,official-closed,not-session,not-session,0,covered,licensed-vendor,official-no-data,covered,covered,licensed-vendor,disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence
TPEX,2025-05-01,official-closed,not-session,not-session,0,covered,licensed-vendor,official-no-data,covered,unknown,licensed-vendor,disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence;tpex-no-range-based-exright-endpoint
TWSE,2025-05-02,official-open,partial,supported,1287,covered,licensed-vendor,covered,covered,covered,licensed-vendor,blocked-only-by-vendor-dependency;disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence
TPEX,2025-05-02,official-open,partial,partial,957,covered,licensed-vendor,covered,covered,unknown,licensed-vendor,disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence;tpex-no-range-based-exright-endpoint
TWSE,2025-05-03,official-closed,not-session,not-session,0,covered,licensed-vendor,official-no-data,covered,covered,licensed-vendor,disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence
TPEX,2025-05-03,official-closed,not-session,not-session,0,covered,licensed-vendor,official-no-data,covered,unknown,licensed-vendor,disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence;tpex-no-range-based-exright-endpoint
TWSE,2025-05-04,official-closed,not-session,not-session,0,covered,licensed-vendor,official-no-data,covered,covered,licensed-vendor,disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence
TPEX,2025-05-04,official-closed,not-session,not-session,0,covered,licensed-vendor,official-no-data,covered,unknown,licensed-vendor,disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence;tpex-no-range-based-exright-endpoint
TWSE,2025-05-05,official-open,partial,supported,1288,covered,licensed-vendor,covered,covered,covered,licensed-vendor,blocked-only-by-vendor-dependency;disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence
TPEX,2025-05-05,official-open,partial,partial,957,covered,licensed-vendor,covered,covered,unknown,licensed-vendor,disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence;tpex-no-range-based-exright-endpoint
TWSE,2025-05-06,official-open,partial,supported,1288,covered,licensed-vendor,covered,covered,covered,licensed-vendor,blocked-only-by-vendor-dependency;disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence
TPEX,2025-05-06,official-open,partial,partial,957,covered,licensed-vendor,covered,covered,unknown,licensed-vendor,disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence;tpex-no-range-based-exright-endpoint
TWSE,2025-05-07,official-open,partial,supported,1288,covered,licensed-vendor,covered,covered,covered,licensed-vendor,blocked-only-by-vendor-dependency;disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence
TPEX,2025-05-07,official-open,partial,partial,957,covered,licensed-vendor,covered,covered,unknown,licensed-vendor,disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence;tpex-no-range-based-exright-endpoint
TWSE,2025-05-08,official-open,partial,supported,1288,covered,licensed-vendor,covered,covered,covered,licensed-vendor,blocked-only-by-vendor-dependency;disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence
TPEX,2025-05-08,official-open,partial,partial,958,covered,licensed-vendor,covered,covered,unknown,licensed-vendor,disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence;tpex-no-range-based-exright-endpoint
TWSE,2025-05-09,official-open,partial,supported,1288,covered,licensed-vendor,covered,covered,covered,licensed-vendor,blocked-only-by-vendor-dependency;disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence
TPEX,2025-05-09,official-open,partial,partial,958,covered,licensed-vendor,covered,covered,unknown,licensed-vendor,disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence;tpex-no-range-based-exright-endpoint
TWSE,2025-05-10,official-closed,not-session,not-session,0,covered,licensed-vendor,official-no-data,covered,covered,licensed-vendor,disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence
TPEX,2025-05-10,official-closed,not-session,not-session,0,covered,licensed-vendor,official-no-data,covered,unknown,licensed-vendor,disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence;tpex-no-range-based-exright-endpoint
TWSE,2025-05-11,official-closed,not-session,not-session,0,covered,licensed-vendor,official-no-data,covered,covered,licensed-vendor,disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence
TPEX,2025-05-11,official-closed,not-session,not-session,0,covered,licensed-vendor,official-no-data,covered,unknown,licensed-vendor,disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence;tpex-no-range-based-exright-endpoint
TWSE,2025-05-12,official-open,partial,supported,1288,covered,licensed-vendor,covered,covered,covered,licensed-vendor,blocked-only-by-vendor-dependency;disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence
TPEX,2025-05-12,official-open,partial,partial,958,covered,licensed-vendor,covered,covered,unknown,licensed-vendor,disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence;tpex-no-range-based-exright-endpoint
TWSE,2025-05-13,official-open,partial,supported,1289,covered,licensed-vendor,covered,covered,covered,licensed-vendor,blocked-only-by-vendor-dependency;disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence
TPEX,2025-05-13,official-open,partial,partial,960,covered,licensed-vendor,covered,covered,unknown,licensed-vendor,disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence;tpex-no-range-based-exright-endpoint
TWSE,2025-05-14,official-open,partial,supported,1289,covered,licensed-vendor,covered,covered,covered,licensed-vendor,blocked-only-by-vendor-dependency;disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence
TPEX,2025-05-14,official-open,partial,partial,960,covered,licensed-vendor,covered,covered,unknown,licensed-vendor,disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence;tpex-no-range-based-exright-endpoint
TWSE,2025-05-15,official-open,partial,supported,1289,covered,licensed-vendor,covered,covered,covered,licensed-vendor,blocked-only-by-vendor-dependency;disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence
TPEX,2025-05-15,official-open,partial,partial,960,covered,licensed-vendor,covered,covered,unknown,licensed-vendor,disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence;tpex-no-range-based-exright-endpoint
TWSE,2025-05-16,official-open,partial,supported,1290,covered,licensed-vendor,covered,covered,covered,licensed-vendor,blocked-only-by-vendor-dependency;disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence
TPEX,2025-05-16,official-open,partial,partial,960,covered,licensed-vendor,covered,covered,unknown,licensed-vendor,disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence;tpex-no-range-based-exright-endpoint
TWSE,2025-05-17,official-closed,not-session,not-session,0,covered,licensed-vendor,official-no-data,covered,covered,licensed-vendor,disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence
TPEX,2025-05-17,official-closed,not-session,not-session,0,covered,licensed-vendor,official-no-data,covered,unknown,licensed-vendor,disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence;tpex-no-range-based-exright-endpoint
TWSE,2025-05-18,official-closed,not-session,not-session,0,covered,licensed-vendor,official-no-data,covered,covered,licensed-vendor,disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence
TPEX,2025-05-18,official-closed,not-session,not-session,0,covered,licensed-vendor,official-no-data,covered,unknown,licensed-vendor,disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence;tpex-no-range-based-exright-endpoint
TWSE,2025-05-19,official-open,partial,supported,1290,covered,licensed-vendor,covered,covered,covered,licensed-vendor,blocked-only-by-vendor-dependency;disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence
TPEX,2025-05-19,official-open,partial,partial,960,covered,licensed-vendor,covered,covered,unknown,licensed-vendor,disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence;tpex-no-range-based-exright-endpoint
TWSE,2025-05-20,official-open,partial,supported,1290,covered,licensed-vendor,covered,covered,covered,licensed-vendor,blocked-only-by-vendor-dependency;disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence
TPEX,2025-05-20,official-open,partial,partial,961,covered,licensed-vendor,covered,covered,unknown,licensed-vendor,disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence;tpex-no-range-based-exright-endpoint
TWSE,2025-05-21,official-open,partial,supported,1291,covered,licensed-vendor,covered,covered,covered,licensed-vendor,blocked-only-by-vendor-dependency;disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence
TPEX,2025-05-21,official-open,partial,partial,961,covered,licensed-vendor,covered,covered,unknown,licensed-vendor,disposal-and-attention-captured;lifecycle-and-fundamental-from-tej-licensed-vendor;suspension-inferred-from-price-absence;tpex-no-range-based-exright-endpoint
